"","title","author","subject","abstract","date"
"116","asf-yolo: a novel yolo model with attentional scale sequence fusion for cell instance segmentation","ming kang, chee-ming ting, fung fung ting, raphaël c.-w. phan","computer vision and pattern recognition","we propose a novel attentional scale sequence fusion based you only look once (yolo) framework (asf-yolo) which combines spatial and scale features for accurate and fast cell instance segmentation. built on the yolo segmentation framework, we employ the scale sequence feature fusion (ssff) module to enhance the multi-scale information extraction capability of the network, and the triple feature encoder (tpe) module to fuse feature maps of different scales to increase detailed information. we further introduce a channel and position attention mechanism (cpam) to integrate both the ssff and tpe modules, which focus on informative channels and spatial position-related small objects for improved detection and segmentation performance. experimental validations on two cell datasets show remarkable segmentation accuracy and speed of the proposed asf-yolo model. it achieves a box map of 0.91, mask map of 0.887, and an inference speed of 47.3 fps on the 2018 data science bowl dataset, outperforming the state-of-the-art methods. the source code is available at this https url.",2023-12-11
"117","visiontraj: a noise-robust trajectory recovery framework based on large-scale camera network","zhishuai li, ziyue li, xiaoru hu, guoqing du, yunhao nie, feng zhu, lei bai, rui zhao","computer vision and pattern recognition","trajectory recovery based on the snapshots from the city-wide multi-camera network facilitates urban mobility sensing and driveway optimization. the state-of-the-art solutions devoted to such a vision-based scheme typically incorporate predefined rules or unsupervised iterative feedback, struggling with multi-fold challenges such as lack of open-source datasets for training the whole pipeline, and the vulnerability to the noises from visual inputs. in response to the dilemma, this paper proposes visiontraj, the first learning-based model that reconstructs vehicle trajectories from snapshots recorded by road network cameras. coupled with it, we elaborate on two rational vision-trajectory datasets, which produce extensive trajectory data along with corresponding visual snapshots, enabling supervised vision-trajectory interplay extraction. following the data creation, based on the results from the off-the-shelf multi-modal vehicle clustering, we first re-formulate the trajectory recovery problem as a generative task and introduce the canonical transformer as the autoregressive backbone. then, to identify clustering noises (e.g., false positives) with the bound on the snapshots' spatiotemporal dependencies, a gcn-based soft-denoising module is conducted based on the fine- and coarse-grained re-id clusters. additionally, we harness strong semantic information extracted from the tracklet to provide detailed insights into the vehicle's entry and exit actions during trajectory recovery. the denoising and tracklet components can also act as plug-and-play modules to boost baselines. experimental results on the two hand-crafted datasets show that the proposed visiontraj achieves a maximum +11.5% improvement against the sub-best model.",2023-12-11
"118","using program knowledge graph to uncover software vulnerabilities","m. xie, t. rahat, w. wang, y. tian","cryptography and security","in an increasingly interconnected and data-driven world, the importance of robust security measures cannot be overstated. a knowledge graph constructed with information extracted from the system along with the desired security behavior can be utilized to identify complex security vulnerabilities hidden underneath the systems. unfortunately, existing security knowledge graphs are constructed from coarse-grained information extracted from publicly available vulnerability reports, which are not equipped to check actual security violations in real-world system implementations. in this poster, we present a novel approach of using program knowledge graph that is embedded with fine-grained execution information of the systems (e.g., callgraph, data-flow, etc.) along with information extracted from the public vulnerability and weakness datasets (e.g., cve and cwe). we further demonstrate that our custom security knowledge graph can be checked against the standard queries generated by llm, providing a powerful way to identify security vulnerabilities and weaknesses in critical systems.",2023-12-08
"119","scalable knowledge graph construction and inference on human genome variants","shivika prasanna, deepthi rao, eduardo simoes, praveen rao","artificial intelligence","real-world knowledge can be represented as a graph consisting of entities and relationships between the entities. the need for efficient and scalable solutions arises when dealing with vast genomic data, like rna-sequencing. knowledge graphs offer a powerful approach for various tasks in such large-scale genomic data, such as analysis and inference. in this work, variant-level information extracted from the rna-sequences of vaccine-naïve covid-19 patients have been represented as a unified, large knowledge graph. variant call format (vcf) files containing the variant-level information were annotated to include further information for each variant. the data records in the annotated files were then converted to resource description framework (rdf) triples. each vcf file obtained had an associated cadd scores file that contained the raw and phred-scaled scores for each variant. an ontology was defined for the vcf and cadd scores files. using this ontology and the extracted information, a large, scalable knowledge graph was created. available graph storage was then leveraged to query and create datasets for further downstream tasks. we also present a case study using the knowledge graph and perform a classification task using graph machine learning. we also draw comparisons between different graph neural networks (gnns) for the case study.",2023-12-07
"120","seeing the random forest through the decision trees. supporting learning health systems from histopathology with machine learning models: challenges and opportunities","ricardo gonzalez, ashirbani saha, clinton j.v. campbell, peyman nejat, cynthia lokker, andrew p. norgan","computer vision and pattern recognition","this paper discusses some overlooked challenges faced when working with machine learning models for histopathology and presents a novel opportunity to support ""learning health systems"" with them. initially, the authors elaborate on these challenges after separating them according to their mitigation strategies: those that need innovative approaches, time, or future technological capabilities and those that require a conceptual reappraisal from a critical perspective. then, a novel opportunity to support ""learning health systems"" by integrating hidden information extracted by ml models from digitalized histopathology slides with other healthcare big data is presented.",2023-12-06
"121","leveraging ai-derived data for carbon accounting: information extraction from alternative sources","olamide oladeji, seyed shahabeddin mousavi","computation and language","carbon accounting is a fundamental building block in our global path to emissions reduction and decarbonization, yet many challenges exist in achieving reliable and trusted carbon accounting measures. we motivate that carbon accounting not only needs to be more data-driven, but also more methodologically sound. we discuss the need for alternative, more diverse data sources that can play a significant role on our path to trusted carbon accounting procedures and elaborate on not only why, but how artificial intelligence (ai) in general and natural language processing (nlp) in particular can unlock reasonable access to a treasure trove of alternative data sets in light of the recent advances in the field that better enable the utilization of unstructured data in this process. we present a case study of the recent developments on real-world data via an nlp-powered analysis using openai's gpt api on financial and shipping data. we conclude the paper with a discussion on how these methods and approaches can be integrated into a broader framework for ai-enabled integrative carbon accounting.",2023-11-26
"122","lazy-k: decoding for constrained token classification","arthur hemmer, mickaël coustaty, nicola bartolo, jérôme brachat, jean-marc ogier","computation and language","we explore the possibility of improving probabilistic models in structured prediction. specifically, we combine the models with constrained decoding approaches in the context of token classification for information extraction. the decoding methods search for constraint-satisfying label-assignments while maximizing the total probability. to do this, we evaluate several existing approaches, as well as propose a novel decoding method called lazy-$k$. our findings demonstrate that constrained decoding approaches can significantly improve the models' performances, especially when using smaller models. the lazy-$k$ approach allows for more flexibility between decoding time and accuracy. the code for using lazy-$k$ decoding can be found here: this https url.",2023-12-06
"123","rethinking e-commerce search","haixun wang, taesik na","information retrieval","e-commerce search and recommendation usually operate on structured data such as product catalogs and taxonomies. however, creating better search and recommendation systems often requires a large variety of unstructured data including customer reviews and articles on the web. traditionally, the solution has always been converting unstructured data into structured data through information extraction, and conducting search over the structured data. however, this is a costly approach that often has low quality. in this paper, we envision a solution that does entirely the opposite. instead of converting unstructured data (web pages, customer reviews, etc) to structured data, we instead convert structured data (product inventory, catalogs, taxonomies, etc) into textual data, which can be easily integrated into the text corpus that trains llms. then, search and recommendation can be performed through a q/a mechanism through an llm instead of using traditional information retrieval methods over structured data.",2023-12-06
"124","resin-editor: a schema-guided hierarchical event graph visualizer and editor","khanh duy nguyen, zixuan zhang, reece suchocki, sha li, martha palmer, susan brown, jiawei han, heng ji","human-computer interaction","in this paper, we present resin-editor, an interactive event graph visualizer and editor designed for analyzing complex events. our resin-editor system allows users to render and freely edit hierarchical event graphs extracted from multimedia and multi-document news clusters with guidance from human-curated event schemas. resin-editor's unique features include hierarchical graph visualization, comprehensive source tracing, and interactive user editing, which is more powerful and versatile than existing information extraction (ie) visualization tools. in our evaluation of resin-editor, we demonstrate ways in which our tool is effective in understanding complex events and enhancing system performance. the source code, a video demonstration, and a live website for resin-editor have been made publicly available.",2023-12-05
"125","generator born from classifier","runpeng yu, xinchao wang","machine learning","in this paper, we make a bold attempt toward an ambitious task: given a pre-trained classifier, we aim to reconstruct an image generator, without relying on any data samples. from a black-box perspective, this challenge seems intractable, since it inevitably involves identifying the inverse function for a classifier, which is, by nature, an information extraction process. as such, we resort to leveraging the knowledge encapsulated within the parameters of the neural network. grounded on the theory of maximum-margin bias of gradient descent, we propose a novel learning paradigm, in which the generator is trained to ensure that the convergence conditions of the network parameters are satisfied over the generated distribution of the samples. empirical validation from various image generation tasks substantiates the efficacy of our strategy.",2023-12-05
"126","llms accelerate annotation for medical information extraction","akshay goel, almog gueta, omry gilon, chang liu, sofia erell, lan huong nguyen, xiaohong hao, bolous jaber, shashir reddy, rupesh kartha, jean steiner, itay laish, amir feder","computation and language","the unstructured nature of clinical notes within electronic health records often conceals vital patient-related information, making it challenging to access or interpret. to uncover this hidden information, specialized natural language processing (nlp) models are required. however, training these models necessitates large amounts of labeled data, a process that is both time-consuming and costly when relying solely on human experts for annotation. in this paper, we propose an approach that combines large language models (llms) with human expertise to create an efficient method for generating ground truth labels for medical text annotation. by utilizing llms in conjunction with human annotators, we significantly reduce the human annotation burden, enabling the rapid creation of labeled datasets. we rigorously evaluate our method on a medical information extraction task, demonstrating that our approach not only substantially cuts down on human intervention but also maintains high accuracy. the results highlight the potential of using llms to improve the utilization of unstructured clinical data, allowing for the swift deployment of tailored nlp solutions in healthcare.",2023-12-04
"127","mobileutr: revisiting the relationship between light-weight cnn and transformer for efficient medical image segmentation","fenghe tang, bingkun nian, jianrui ding, quan quan, jie yang, wei liu, s.kevin zhou","image and video processing","due to the scarcity and specific imaging characteristics in medical images, light-weighting vision transformers (vits) for efficient medical image segmentation is a significant challenge, and current studies have not yet paid attention to this issue. this work revisits the relationship between cnns and transformers in lightweight universal networks for medical image segmentation, aiming to integrate the advantages of both worlds at the infrastructure design level. in order to leverage the inductive bias inherent in cnns, we abstract a transformer-like lightweight cnns block (convutr) as the patch embeddings of vits, feeding transformer with denoised, non-redundant and highly condensed semantic information. moreover, an adaptive local-global-local (lgl) block is introduced to facilitate efficient local-to-global information flow exchange, maximizing transformer's global context information extraction capabilities. finally, we build an efficient medical image segmentation model (mobileutr) based on cnn and transformer. extensive experiments on five public medical image datasets with three different modalities demonstrate the superiority of mobileutr over the state-of-the-art methods, while boasting lighter weights and lower computational cost. code is available at this https url.",2023-12-04
"128","explanatory argument extraction of correct answers in resident medical exams","iakes goenaga, aitziber atutxa, koldo gojenola, maite oronoz, rodrigo agerri","computation and language","developing the required technology to assist medical experts in their everyday activities is currently a hot topic in the artificial intelligence research field. thus, a number of large language models (llms) and automated benchmarks have recently been proposed with the aim of facilitating information extraction in evidence-based medicine (ebm) using natural language as a tool for mediating in human-ai interaction. the most representative benchmarks are limited to either multiple-choice or long-form answers and are available only in english. in order to address these shortcomings, in this paper we present a new dataset which, unlike previous work: (i) includes not only explanatory arguments for the correct answer, but also arguments to reason why the incorrect answers are not correct; (ii) the explanations are written originally by medical doctors to answer questions from the spanish residency medical exams. furthermore, this new benchmark allows us to setup a novel extractive task which consists of identifying the explanation of the correct answer written by medical doctors. an additional benefit of our setting is that we can leverage the extractive qa paradigm to automatically evaluate performance of llms without resorting to costly manual evaluation by medical experts. comprehensive experimentation with language models for spanish shows that sometimes multilingual models fare better than monolingual ones, even outperforming models which have been adapted to the medical domain. furthermore, results across the monolingual models are mixed, with supposedly smaller and inferior models performing competitively. in any case, the obtained results show that our novel dataset and approach can be an effective technique to help medical practitioners in identifying relevant evidence-based explanations for medical questions.",2023-12-01
"129","a metadata generation system with semantic understanding for video retrieval in film production","feilin han, zhaoxu meng","multimedia","in film production, metadata plays an important role in original raw video indexing and classification within the industrial post-production software. inspired by deep visual-semantic methods, we propose an automated image information extraction process to extend the diversity of metadata entities for massive large-scale raw video searching and retrieval. in this paper, we introduce the proposed system architecture and modules, integrating semantic annotation models and user-demand-oriented information fusion. we conducted experiments to validate the effectiveness of our system on film raw video semantic annotation dataset (film-rvsad) and slate board template dataset (sbtd), two benchmark datasets built for cinematography-related semantic annotation and slate detection. experimental results show that the proposed system provides an effective strategy to improve the efficiency of metadata generation and transformation, which is necessary and convenient for collaborative work in the filmmaking process.",2023-11-30
"130","sparsedc: depth completion from sparse and non-uniform inputs","chen long, wenxiao zhang, zhe chen, haiping wang, yuan liu, zhen cao, zhen dong, bisheng yang","computer vision and pattern recognition","we propose sparsedc, a model for depth completion of sparse and non-uniform depth inputs. unlike previous methods focusing on completing fixed distributions on benchmark datasets (e.g., nyu with 500 points, kitti with 64 lines), sparsedc is specifically designed to handle depth maps with poor quality in real usage. the key contributions of sparsedc are two-fold. first, we design a simple strategy, called sffm, to improve the robustness under sparse input by explicitly filling the unstable depth features with stable image features. second, we propose a two-branch feature embedder to predict both the precise local geometry of regions with available depth values and accurate structures in regions with no depth. the key of the embedder is an uncertainty-based fusion module called uffm to balance the local and long-term information extracted by cnns and vits. extensive indoor and outdoor experiments demonstrate the robustness of our framework when facing sparse and non-uniform input depths. the pre-trained model and code are available at this https url.",2023-11-30
"131","accurate segmentation of optic disc and cup from multiple pseudo-labels by noise-aware learning","tengjin weng, yang shen, zhidong zhao, zhiming cheng, shuai wang","computer vision and pattern recognition","optic disc and cup segmentation play a crucial role in automating the screening and diagnosis of optic glaucoma. while data-driven convolutional neural networks (cnns) show promise in this area, the inherent ambiguity of segmenting object and background boundaries in the task of optic disc and cup segmentation leads to noisy annotations that impact model performance. to address this, we propose an innovative label-denoising method of multiple pseudo-labels noise-aware network (mpnn) for accurate optic disc and cup segmentation. specifically, the multiple pseudo-labels generation and guided denoising (mpggd) module generates pseudo-labels by multiple different initialization networks trained on true labels, and the pixel-level consensus information extracted from these pseudo-labels guides to differentiate clean pixels from noisy pixels. the training framework of the mpnn is constructed by a teacher-student architecture to learn segmentation from clean pixels and noisy pixels. particularly, such a framework adeptly leverages (i) reliable and fundamental insights from clean pixels and (ii) the supplementary knowledge within noisy pixels via multiple perturbation-based unsupervised consistency. compared to other label-denoising methods, comprehensive experimental results on the riga dataset demonstrate our method's excellent performance and significant denoising ability.",2023-11-30
"132","esg accountability made easy: docqa at your service","lokesh mishra, cesar berrospi, kasper dinkla, diego antognini, francesco fusco, benedikt bothur, maksym lysak, nikolaos livathinos, ahmed nassar, panagiotis vagenas, lucas morin, christoph auer, michele dolfi, peter staar","computation and language","we present deep search docqa. this application enables information extraction from documents via a question-answering conversational assistant. the system integrates several technologies from different ai disciplines consisting of document conversion to machine-readable format (via computer vision), finding relevant data (via natural language processing), and formulating an eloquent response (via large language models). users can explore over 10,000 environmental, social, and governance (esg) disclosure reports from over 2000 corporations. the deep search platform can be accessed at: this https url.",2023-11-30
"133","aviationgpt: a large language model for the aviation domain","liya wang, jason chou, xin zhou, alex tien, diane m baumgartner","computation and language","the advent of chatgpt and gpt-4 has captivated the world with large language models (llms), demonstrating exceptional performance in question-answering, summarization, and content generation. the aviation industry is characterized by an abundance of complex, unstructured text data, replete with technical jargon and specialized terminology. moreover, labeled data for model building are scarce in this domain, resulting in low usage of aviation text data. the emergence of llms presents an opportunity to transform this situation, but there is a lack of llms specifically designed for the aviation domain. to address this gap, we propose aviationgpt, which is built on open-source llama-2 and mistral architectures and continuously trained on a wealth of carefully curated aviation datasets. experimental results reveal that aviationgpt offers users multiple advantages, including the versatility to tackle diverse natural language processing (nlp) problems (e.g., question-answering, summarization, document writing, information extraction, report querying, data cleaning, and interactive data exploration). it also provides accurate and contextually relevant responses within the aviation domain and significantly improves performance (e.g., over a 40% performance gain in tested cases). with aviationgpt, the aviation industry is better equipped to address more complex research problems and enhance the efficiency and safety of national airspace system (nas) operations.",2023-11-29
"134","improving embedding of graphs with missing data by soft manifolds","andrea marinoni, pietro lio', alessandro barp, christian jutten, mark girolami","machine learning","embedding graphs in continous spaces is a key factor in designing and developing algorithms for automatic information extraction to be applied in diverse tasks (e.g., learning, inferring, predicting). the reliability of graph embeddings directly depends on how much the geometry of the continuous space matches the graph structure. manifolds are mathematical structure that can enable to incorporate in their topological spaces the graph characteristics, and in particular nodes distances. state-of-the-art of manifold-based graph embedding algorithms take advantage of the assumption that the projection on a tangential space of each point in the manifold (corresponding to a node in the graph) would locally resemble a euclidean space. although this condition helps in achieving efficient analytical solutions to the embedding problem, it does not represent an adequate set-up to work with modern real life graphs, that are characterized by weighted connections across nodes often computed over sparse datasets with missing records. in this work, we introduce a new class of manifold, named soft manifold, that can solve this situation. in particular, soft manifolds are mathematical structures with spherical symmetry where the tangent spaces to each point are hypocycloids whose shape is defined according to the velocity of information propagation across the data points. using soft manifolds for graph embedding, we can provide continuous spaces to pursue any task in data analysis over complex datasets. experimental results on reconstruction tasks on synthetic and real datasets show how the proposed approach enable more accurate and reliable characterization of graphs in continuous spaces with respect to the state-of-the-art.",2023-11-29
"135","a quantitative approach to understand self-supervised models as cross-lingual feature extractors","shuyue stella li, beining xu, xiangyu zhang, hexin liu, wenhan chao, leibny paola garcia","computation and language","in this work, we study the features extracted by english self-supervised learning (ssl) models in cross-lingual contexts and propose a new metric to predict the quality of feature representations. using automatic speech recognition (asr) as a downstream task, we analyze the effect of model size, training objectives, and model architecture on the models' performance as a feature extractor for a set of topologically diverse corpora. we develop a novel metric, the phonetic-syntax ratio (psr), to measure the phonetic and synthetic information in the extracted representations using deep generalized canonical correlation analysis. results show the contrastive loss in the wav2vec2.0 objective facilitates more effective cross-lingual feature extraction. there is a positive correlation between psr scores and asr performance, suggesting that phonetic information extracted by monolingual ssl models can be used for downstream tasks in cross-lingual settings. the proposed metric is an effective indicator of the quality of the representations and can be useful for model selection.",2023-11-27
"136","gpt struct me: probing gpt models on narrative entity extraction","hugo sousa, nuno guimarães, alípio jorge, ricardo campos","computation and language","the importance of systems that can extract structured information from textual data becomes increasingly pronounced given the ever-increasing volume of text produced on a daily basis. having a system that can effectively extract such information in an interoperable manner would be an asset for several domains, be it finance, health, or legal. recent developments in natural language processing led to the production of powerful language models that can, to some degree, mimic human intelligence. such effectiveness raises a pertinent question: can these models be leveraged for the extraction of structured information? in this work, we address this question by evaluating the capabilities of two state-of-the-art language models -- gpt-3 and gpt-3.5, commonly known as chatgpt -- in the extraction of narrative entities, namely events, participants, and temporal expressions. this study is conducted on the text2story lusa dataset, a collection of 119 portuguese news articles whose annotation framework includes a set of entity structures along with several tags and attribute values. we first select the best prompt template through an ablation study over prompt components that provide varying degrees of information on a subset of documents of the dataset. subsequently, we use the best templates to evaluate the effectiveness of the models on the remaining documents. the results obtained indicate that gpt models are competitive with out-of-the-box baseline systems, presenting an all-in-one alternative for practitioners with limited resources. by studying the strengths and limitations of these models in the context of information extraction, we offer insights that can guide future improvements and avenues to explore in this field.",2023-11-24
"137","eigen: expert-informed joint learning aggregation for high-fidelity information extraction from document images","abhishek singh, venkatapathy subramanian, ayush maheshwari, pradeep narayan, devi prasad shetty, ganesh ramakrishnan","computer vision and pattern recognition","information extraction (ie) from document images is challenging due to the high variability of layout formats. deep models such as layoutlm and bros have been proposed to address this problem and have shown promising results. however, they still require a large amount of field-level annotations for training these models. other approaches using rule-based methods have also been proposed based on the understanding of the layout and semantics of a form such as geometric position, or type of the fields, etc. in this work, we propose a novel approach, eigen (expert-informed joint learning aggreation), which combines rule-based methods with deep learning models using data programming approaches to circumvent the requirement of annotation of large amounts of training data. specifically, eigen consolidates weak labels induced from multiple heuristics through generative models and use them along with a small number of annotated labels to jointly train a deep model. in our framework, we propose the use of labeling functions that include incorporating contextual information thus capturing the visual and language context of a word for accurate categorization. we empirically show that our eigen framework can significantly improve the performance of state-of-the-art deep models with the availability of very few labeled data instances. the source code is available at this https url.",2023-11-23
"138","comparison of pipeline, sequence-to-sequence, and gpt models for end-to-end relation extraction: experiments with the rare disease use-case","shashank gupta, xuguang ai, ramakanth kavuluru","computation and language","end-to-end relation extraction (e2ere) is an important and realistic application of natural language processing (nlp) in biomedicine. in this paper, we aim to compare three prevailing paradigms for e2ere using a complex dataset focused on rare diseases involving discontinuous and nested entities. we use the raredis information extraction dataset to evaluate three competing approaches (for e2ere): ner $\rightarrow$ re pipelines, joint sequence to sequence models, and generative pre-trained transformer (gpt) models. we use comparable state-of-the-art models and best practices for each of these approaches and conduct error analyses to assess their failure modes. our findings reveal that pipeline models are still the best, while sequence-to-sequence models are not far behind; gpt models with eight times as many parameters are worse than even sequence-to-sequence models and lose to pipeline models by over 10 f1 points. partial matches and discontinuous entities caused many ner errors contributing to lower overall e2e performances. we also verify these findings on a second e2ere dataset for chemical-protein interactions. although generative lm-based methods are more suitable for zero-shot settings, when training data is available, our results show that it is better to work with more conventional models trained and tailored for e2ere. more innovative methods are needed to marry the best of the both worlds from smaller encoder-decoder pipeline models and the larger gpt models to improve e2ere. as of now, we see that well designed pipeline models offer substantial performance gains at a lower cost and carbon footprint for e2ere. our contribution is also the first to conduct e2ere for the raredis dataset.",2023-11-22
"139","cmfdformer: transformer-based copy-move forgery detection with continual learning","yaqi liu, chao xia, song xiao, qingxiao guan, wenqian dong, yifan zhang, nenghai yu","computer vision and pattern recognition","copy-move forgery detection aims at detecting duplicated regions in a suspected forged image, and deep learning based copy-move forgery detection methods are in the ascendant. these deep learning based methods heavily rely on synthetic training data, and the performance will degrade when facing new tasks. in this paper, we propose a transformer-style copy-move forgery detection network named as cmfdformer, and provide a novel pcsd (pooled cube and strip distillation) continual learning framework to help cmfdformer handle new tasks. cmfdformer consists of a mit (mix transformer) backbone network and a phd (pluggable hybrid decoder) mask prediction network. the mit backbone network is a transformer-style network which is adopted on the basis of comprehensive analyses with cnn-style and mlp-style backbones. the phd network is constructed based on self-correlation computation, hierarchical feature integration, a multi-scale cycle fully-connected block and a mask reconstruction block. the phd network is applicable to feature extractors of different styles for hierarchical multi-scale information extraction, achieving comparable performance. last but not least, we propose a pcsd continual learning framework to improve the forgery detectability and avoid catastrophic forgetting when handling new tasks. our continual learning framework restricts intermediate features from the phd network, and takes advantage of both cube pooling and strip pooling. extensive experiments on publicly available datasets demonstrate the good performance of cmfdformer and the effectiveness of the pcsd continual learning framework.",2023-11-22
"140","similar document template matching algorithm","harshitha yenigalla, bommareddy revanth srinivasa reddy, batta venkata rahul, nannapuraju hemanth raju","computer vision and pattern recognition","this study outlines a comprehensive methodology for verifying medical documents, integrating advanced techniques in template extraction, comparison, and fraud detection. it begins with template extraction using sophisticated region-of-interest (roi) methods, incorporating contour analysis and edge identification. pre-processing steps ensure template clarity through morphological operations and adaptive thresholding. the template comparison algorithm utilizes advanced feature matching with key points and descriptors, enhancing robustness through histogram-based analysis for accounting variations. fraud detection involves the ssim computation and ocr for textual information extraction. the ssim quantifies structural similarity, aiding in potential match identification. ocr focuses on critical areas like patient details, provider information, and billing amounts. extracted information is compared with a reference dataset, and confidence thresholding ensures reliable fraud detection. adaptive parameters enhance system flexibility for dynamic adjustments to varying document layouts. this methodology provides a robust approach to medical document verification, addressing complexities in template extraction, comparison, fraud detection, and adaptability to diverse document structures.",2023-11-21
"141","extracting definienda in mathematical scholarly articles with transformers","shufan jiang (valda), pierre senellart (di-ens, valda)","artificial intelligence","we consider automatically identifying the defined term within a mathematical definition from the text of an academic article. inspired by the development of transformer-based natural language processing applications, we pose the problem as (a) a token-level classification task using fine-tuned pre-trained transformers; and (b) a question-answering task using a generalist large language model (gpt). we also propose a rule-based approach to build a labeled dataset from the latex source of papers. experimental results show that it is possible to reach high levels of precision and recall using either recent (and expensive) gpt 4 or simpler pre-trained models fine-tuned on our task.",2023-11-21
"142","taiyi: a bilingual fine-tuned large language model for diverse biomedical tasks","ling luo, jinzhong ning, yingwen zhao, zhijun wang, zeyuan ding, peng chen, weiru fu, qinyu han, guangtao xu, yunzhi qiu, dinghao pan, jiru li, hao li, wenduo feng, senbo tu, yuqi liu, zhihao yang, jian wang, yuanyuan sun, hongfei lin","computation and language","objective: most existing fine-tuned biomedical large language models (llms) focus on enhancing performance in monolingual biomedical question answering and conversation tasks. to investigate the effectiveness of the fine-tuned llms on diverse biomedical nlp tasks in different languages, we present taiyi, a bilingual fine-tuned llm for diverse biomedical tasks. materials and methods: we first curated a comprehensive collection of 140 existing biomedical text mining datasets (102 english and 38 chinese datasets) across over 10 task types. subsequently, a two-stage strategy is proposed for supervised fine-tuning to optimize the model performance across varied tasks. results: experimental results on 13 test sets covering named entity recognition, relation extraction, text classification, question answering tasks demonstrate that taiyi achieves superior performance compared to general llms. the case study involving additional biomedical nlp tasks further shows taiyi's considerable potential for bilingual biomedical multi-tasking. conclusion: leveraging rich high-quality biomedical corpora and developing effective fine-tuning strategies can significantly improve the performance of llms within the biomedical domain. taiyi shows the bilingual multi-tasking capability through supervised fine-tuning. however, those tasks such as information extraction that are not generation tasks in nature remain challenging for llm-based generative approaches, and they still underperform the conventional discriminative approaches of smaller language models.",2023-11-20
"143","joint multifractal analysis of air temperature, relative humidity and reference evapotranspiration in the middle zone of the guadalquivir river valley","a.b. ariza-villaverde, p. pavon-dominguez, r. carmona-cabezas, e. gutierrez de rave, f.j. jimenez-hornero","atmospheric and oceanic physics","previous works have analysed the relationship existing between reference evapotranspiration (et0) and other climatic variables under a one-at-a-time perturbation condition. however, due to the physical relationships between these climatic variables is advisable to study their joint influence on et0. the box-counting joint multifractal algorithm describes the relations between variables using relevant information extracted from the data singularities. this work investigated the use of this algorithm to describe the simultaneous behaviour of et0, calculated by means of penman-monteith (pm) equation, and relative humidity (rh) and air temperature (t), influencing on it in the middle zone of the guadalquivir river valley, andalusia, southern spain. the studied cases were grouped according to the fractal dimension values, which were related to their probability of occurrence. the most likely cases were linked to smooth behaviour and weak dependence between variables, both circumstances were detected in the local multifractal analysis. for these cases, the rest of penman monteith (pm) equation variables, neither the t nor the rh, seemed to influence on et0 determination, especially when low t values were involved. by contrast, the least frequent cases were those with variables showing high fluctuations and strong relationship between them. in these situations, when t is low, the et0 is affected by the rest of pm equation variables. this fact confirmed t as main driver of et0 because the higher t values the lesser influence of other climate variables on et0. joint multifractal analysis shows some limitations when it is applied to large number of variables, the results reported are promising and suggest the convenience of exploring the relationships between et0 and other climatic variables not considered here with this framework such as wind speed and net radiation.",2023-11-18
"144","an attention-based denoising framework for personality detection in social media texts","qirui tang, wenkang jiang, yihua du, lei lin","computers and society","in social media networks, users produce a large amount of text content anytime, providing researchers with a valuable approach to digging for personality-related information. personality detection based on user-generated texts is a universal method that can be used to build user portraits. the presence of noise in social media texts hinders personality detection. however, previous studies have not fully addressed this challenge. inspired by the scanning reading technique, we propose an attention-based information extraction mechanism (aiem) for long texts, which is applied to quickly locate valuable pieces of information, and focus more attention on the deep semantics of key pieces. then, we provide a novel attention-based denoising framework (adf) for personality detection tasks and achieve state-of-the-art performance on two commonly used datasets. notably, we obtain an average accuracy improvement of 10.2% on the gold standard twitter-myers-briggs type indicator (twitter-mbti) dataset. we made our code publicly available on github. we shed light on how aiem works to magnify personality-related signals.",2023-11-16
"145","gsap-ner: a novel task, corpus, and baseline for scholarly entity extraction focused on machine learning models and datasets","wolfgang otto, matthäus zloch, lu gan, saurav karmakar, stefan dietze","computation and language","named entity recognition (ner) models play a crucial role in various nlp tasks, including information extraction (ie) and text understanding. in academic writing, references to machine learning models and datasets are fundamental components of various computer science publications and necessitate accurate models for identification. despite the advancements in ner, existing ground truth datasets do not treat fine-grained types like ml model and model architecture as separate entity types, and consequently, baseline models cannot recognize them as such. in this paper, we release a corpus of 100 manually annotated full-text scientific publications and a first baseline model for 10 entity types centered around ml models and datasets. in order to provide a nuanced understanding of how ml models and datasets are mentioned and utilized, our dataset also contains annotations for informal mentions like ""our bert-based model"" or ""an image cnn"". you can find the ground truth dataset and code to replicate model training at this https url.",2023-11-16
"146","care: extracting experimental findings from clinical literature","aakanksha naik, bailey kuehl, erin bransom, doug downey, tom hope","computation and language","extracting fine-grained experimental findings from literature can provide massive utility for scientific applications. prior work has focused on developing annotation schemas and datasets for limited aspects of this problem, leading to simpler information extraction datasets which do not capture the real-world complexity and nuance required for this task. focusing on biomedicine, this work presents care (clinical aggregation-oriented result extraction) -- a new ie dataset for the task of extracting clinical findings. we develop a new annotation schema capturing fine-grained findings as n-ary relations between entities and attributes, which includes phenomena challenging for current ie systems such as discontinuous entity spans, nested relations, and variable arity n-ary relations. using this schema, we collect extensive annotations for 700 abstracts from two sources: clinical trials and case reports. we also benchmark the performance of various state-of-the-art ie systems on our dataset, including extractive models and generative llms in fully supervised and limited data settings. our results demonstrate the difficulty of our dataset -- even sota models such as gpt4 struggle, particularly on relation extraction. we release our annotation schema and care to encourage further research on extracting and aggregating scientific findings from literature.",2023-11-16
