"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2137","amazon-essentials-classic-fit-cargo-short",NA,"kelly s",NA,2023-10-26,5,"verified purchase"
"2138","amazon-essentials-classic-fit-cargo-short","great cargo shorts","eg","nice and lighter weight shorts than others but the waist size runs a bit small i would size one up feels softer than most and a bit thinner which i prefer",2023-09-29,3,"verified purchase"
"2139","amazon-essentials-classic-fit-cargo-short","spitze ","masterpiece","trgt sich prima preis leistung hervorragend ",2023-05-30,3,"verified purchase"
"2140","amazon-essentials-classic-fit-cargo-short",NA,"a trinh",NA,2024-01-16,4,"verified purchase"
"2141","amazon-essentials-classic-fit-cargo-short","great value fit and look great","ellie marshall","absolutely worth every penny for these shorts",2024-01-13,4,"verified purchase"
"2142","amazon-essentials-classic-fit-cargo-short","buen producto","samuel v","me quedo perfecto sin duda comprare en otros colores la tela es ligeramente grusea ",2023-09-23,5,"verified purchase"
"2143","amazon-essentials-classic-fit-cargo-short","nice cargo shorts","chibea","gave these shorts a try and they fit quite well the camo pattern is much nicer in person than it looks in the ad will buy more",2024-02-16,3,"verified purchase"
"2144","amazon-essentials-classic-fit-cargo-short","cargo shorts perfetti","juan hernandez","ho preso di riferimento la misura di unaltro paio di jeans che avevo per la misura dei fianchi e mi vanno perfettamente sono molto comodi un po spessi ma non eccessivamente molto soddisfatto anche considerando il prezzo il materiale  resistente per i bottoni mi fanno venire qualche dubbio secondo me non sono cuciti bene ma sarebbe un problema facile da sistemare ma che comunque ancora non hanno dato difficolt",2024-02-07,5,"verified purchase"
"2145","amazon-essentials-classic-fit-cargo-short","seems like manufacturers tape measure has stretched for this batch of navy","juan hernandez","bought a pair of khaki size  a couple of years ago spot on size and still going strongi am still  ins and so ordered size  however they were too loose measuring more like  insi returned the them via the free local post office drop off and received a replacement pair of size w next day  fortunately  they too were oversize measuring the  ins that i wanted and are a perfect fit full marks to amazon they dealt with the manufacturers mislabelling error speedily and efficientlythe shorts are an excellent fit with a soft feel and look as good quality and hard wearing as my previous pair",2024-01-05,5,"verified purchase"
"2146","amazon-essentials-classic-fit-cargo-short","confortable","donald gilbert","bien coup confortable facile  laver",2023-07-21,5,"verified purchase"
"2147","amazon-essentials-classic-fit-cargo-short","muy grande","e","la talla no se ajusta a lo que se menciona en el artculo la calidad es buena pero no excelente lo he devuelto",2023-06-29,5,"verified purchase"
"2148","amazon-essentials-classic-fit-cargo-short","ottimo","amazon customer","buono",2023-08-23,4,"verified purchase"
"2149","amazon-essentials-classic-fit-cargo-short","product as shown","arno","fits comfortable seems well made cargo pockets button up so you do not lose items  put away until ",2023-07-03,5,"verified purchase"
"2150","amazon-essentials-classic-fit-cargo-short","schnelle lieferung gut verpackt entspricht meinen erwartungen sehr zufrieden mit der leistung","fran","sehr gute qualitt preis und leistung sehr gut jederzeit wieder",2024-02-02,5,"verified purchase"
"2151","wrangler-authentics-premium-cargo-anthracite","excellent fit and great price","disappointed","it was a gift",2021-11-04,4,"verified purchase"
"2152","wrangler-authentics-premium-cargo-anthracite","love it","tiena","great quality highly recommended",2021-06-24,3,"verified purchase"
"2153","wrangler-authentics-premium-cargo-anthracite","good short","mario","everything is good except quality quality is not that but but coukd have been batter for the price",2021-12-19,5,"verified purchase"
"2154","wrangler-authentics-premium-cargo-anthracite","theyre wranglers","amazon customer","need i say more theyre wranglers great quality decent price highly recommend",2024-02-06,3,"verified purchase"
"2155","wrangler-authentics-premium-cargo-anthracite","comfortable and durable","hj huddleston","cotton and easy care last pair lasted almost ten years",2024-01-22,5,"verified purchase"
"2156","wrangler-authentics-premium-cargo-anthracite","bien emball service rapide","luc","trs confortable  belle couleur et bon prix je recommande",2024-01-18,5,"verified purchase"
"2157","wrangler-authentics-premium-cargo-anthracite","the size is correct","harddrivin","i do maintenance and my cloths take a lot of abuse these shorts hold up for about  months under hard conditions will conrinue to by as needed",2023-12-07,5,"verified purchase"
"2158","wrangler-authentics-premium-cargo-anthracite","awesome product","popular reviews  u","awesome product",2023-10-31,5,"verified purchase"
"2159","wrangler-authentics-premium-cargo-anthracite","better than i expected","dave","these are exactly what i was looking for i was worried when i saw these are designed to be worn around the natural waist since ive got a belly and wear my pants around my hips id also seen someone say theyre  long implying that id need to wear them higher than i usually do im  and wear a size  jeans i ordered a size  in anticipation of wearing them higher but it was unnecessary mine are about  long and just cover the knees while standing while wearing them around my hips the rise to just above the knee while sitting which is the ideal fit ive just ordered two more pairs in size  these are perfect",2023-07-24,4,"verified purchase"
"2160","wrangler-authentics-premium-cargo-anthracite","shorts review","randy gray","comfortable pants  easy and prompt ordering  great price",2023-11-29,5,"verified purchase"
"2161","wrangler-authentics-premium-cargo-anthracite","nice fit and finish no deeper pocket","financially yours","liked everything except my cell phone does not completely fit in the deeper lower pocket on either pant leg  probably sticks up about  inch so that the pocket flap wont close  it seems secure for walking but not running but one advantage is that its probably easier to quickly grab and use your cell phone but still getting used to the shallower pocket design all in all i still just bought a second pair in a different color",2023-05-12,4,"verified purchase"
"2162","wrangler-authentics-premium-cargo-anthracite","great","jim daly","love these",2023-11-21,4,"verified purchase"
"2163","wrangler-authentics-premium-cargo-anthracite","last pair lasted years","erick anderson","these are comfortable i have a few pairs and ripped one almost  years these look like they will hold up just as well lots of colors are offered and i have  different colors they are durable and the fabric hold up well",2023-09-18,5,"verified purchase"
"2164","wrangler-authentics-premium-cargo-anthracite","comfy","jason c corcoran","so  days before our trip to disney i realized i needed another pair of shorts i found these but lots of reviews said bad quality and they ripped so i was very concerned these arrived day before we left for vacation and wore multiple days on long days in the disney parks getting on and off rides never had an issue with quality and they got pretty welltoo small pockets are pretty useless but larger pockets and velcro worked great to store my wallet keys and phonewish price was a tad cheaper but they worked great for my trip and will have for next summer as well",2022-12-25,5,"verified purchase"
"2165","wrangler-authentics-premium-cargo-anthracite","content with fit","leigh king","these are comforting and fitting while looking nice to wear anywhere",2023-07-03,4,"verified purchase"
"2166","wrangler-authentics-premium-cargo-anthracite","big men shorts","jrf","my  year old son loves these the material is soft  washes well and holds up hes got several pairs he hates wearing jeansjean shorts so these are perfect they fit him great even with his little love handles",2023-08-22,4,"verified purchase"
"2167","wrangler-authentics-premium-cargo-anthracite","buena","patricia karmy","este qued un poco grande",2023-11-09,5,"verified purchase"
"2168","wrangler-authentics-premium-cargo-anthracite","very satisfactory","a shopper","as advertised",2023-11-02,3,"verified purchase"
"2169","wrangler-authentics-premium-cargo-anthracite","long length and lots of pockets very soft and durable","kristan ","my husband likes longer shorts that go to his knees hes always got stuff in his pockets due to his job these shorts have plenty of pockets they are soft and durable",2023-08-10,5,"verified purchase"
"2170","wrangler-authentics-premium-cargo-anthracite","velcro","philip oliver","these are lightweight reasonably well made comfortable and properly sized the front hip pockets are a little bit on the small side the one thing i overlooked during my purchase was that all of the flap pockets are secured by velcro rather than a button snap or magnet if i had noticed this in the description where it is easy to miss i would have made a different purchase for the value though this seems like a good product ill have to wait and see whether they hold up after a few washes but i guess i have a couple pairs of everyday shorts i can work hard with or sit and relax",2022-07-05,5,"verified purchase"
"2171","wrangler-authentics-premium-cargo-anthracite","i feel bad","mic","i ordered these shorts and this is on them the shorts had two different labels of size on them  i did like the style weight and quality  but due to the label i got a size wayyyyy to big  i returned them  now mind you i am buying new shorts because of a very nice weight loss  so i ordered another pair i got the size i ordered but those are to big also  i returned those also  so i feel guilty buying and returning all of these shorts and i like everyone read the reviews and saw people talking about the size difference issue  so i purchased a different brand and honestly style  sizes smaller than what my original shorts and they fit nice  i do plan on ordering these shorts in the future  they were simple to return  in arizona i want a light weight short and cargo is my gig so if that is what you are looking for buy these  just in your correct size",2021-04-25,4,"verified purchase"
"2172","wrangler-authentics-premium-cargo-anthracite","perfect fit","godsown","first time trying the try before you buy programworked out great for me pants are great able to wear all day without pants heading souththanks amazon",2023-07-01,5,"verified purchase"
"2173","wrangler-authentics-premium-cargo-anthracite","annual christmas present for bf","amazon customer","these are my bfs favorite shorts i order a pair every year for him going on  this year",2023-08-19,5,"verified purchase"
"2174","wrangler-authentics-premium-cargo-anthracite","grease spots","lowbrassman","arrived quickly however item had multiple grease stains and white scuff mark not sure if it will wash out",2024-02-10,5,"verified purchase"
"2175","wrangler-authentics-premium-cargo-anthracite","comfortable  good fit looks great","lowbrassman","just as good as they used to be",2023-09-07,2,"verified purchase"
"2176","wrangler-authentics-premium-cargo-anthracite","nice shorts but those pockets","legend","i bought these cargo shorts because i wanted cargo shorts you know the military look without all that bothersome drilling marching and shooting a fashion victoryis that a banana in my pocket yes and an orange and a pocket comb and an extra set of keys and my sunglasses totally prepared nowhow many times have you been in a restaurant and thought man i wish id brought my own jar of mayonnaisethats what i wanted my own jar of mayonnaisebut thats not what i got i got  cargoflap pockets none of which will hold a jar of mayo nor my cellphone unless i put it in sideways and even then it wants to jump out because the pocket is just barely deep enough for a sideways phonesorry wrangler but whoever came up with this idea should be assigned to the company cafeteria putting mayo in those little foldout paper cups for people that want extra these pockets are the smart car of cargo pockets not big enough for anyone who needs themthe form and fit are nice i would love to love these shorts but they get an f for function look elsewhere for your mayosmuggling needs",2019-05-18,2,"verified purchase"
"2177","wrangler-authentics-premium-cargo-anthracite","the shorts fit nicely and are on size","kindle customer","the pocket configuration is stupid tiny pockets that wont fit anything the large pockets are horizontal rather than vertical there is no pocket suitable for a phone they iook smart but are less than functional i wont be buying anymore of these",2023-08-08,5,"verified purchase"
"2178","wrangler-authentics-premium-cargo-anthracite","very comfortable","archfeld","i wore these to a baseball game on a very hot day and they were very comfortable fit is a little large but not too much that a belt cant handle id buy these again",2023-06-26,3,"verified purchase"
"2179","wrangler-authentics-premium-cargo-anthracite","those pockets","jeremiah","nice cargo shorts for the shorts the cargo part is nearly useless too many tiny pockets that wont hold anything useful my cell does fit sideways in one of the pockets but anything in the regular pocket in my casekeys will bang against the phone and it just doesnt ride very well cell also fits in another pocket but the flap wont close an accident waiting to happen do the people who design these things actually wear them ever i gave  stars because i cant give  fix the pockets  ill maybe give them a  or ",2022-07-16,3,"verified purchase"
"2180","wrangler-authentics-premium-cargo-anthracite","good shorts","amazon customer","ive been using wrangler pants for ages thought id try out the shorts they are the same exact fit and they actually have more pockets good for farm work or gardening camping etc",2023-07-29,5,"verified purchase"
"2181","wrangler-authentics-premium-cargo-anthracite","comfortable shorts","sean j","good quality and comfortable to wear  fit well and is holding up great",2023-08-04,4,"verified purchase"
"2182","wrangler-authentics-premium-cargo-anthracite","fit look and comfort","jim","shorts fit perfectly and are comfortable  recommend them",2023-08-15,5,"verified purchase"
"2183","wrangler-authentics-premium-cargo-anthracite","stated size is correct","hhz","the quality of the shorts was as expected perhaps even a little better  the only issue i have is with the reviews on the size  several reviewers said the shorts came larger than their stated size  based upon those reviews having a waistline btw  i opted to buy a pair size   upon delivery i found that it truly was a size  and therefore snugger than i wanted  i shouldve done as i originally planned and bought a size   so i ordered another pair size  and it fits just rightotherwise i am satisfied with the quality and fit of the shorts their length comes right above my knees which is just what i wanted instead of ending higher as seems to be in vogue nowadays based upon other shorts ive recently bought  as others have noted the shorts ride low just above your hips not on your waist this exacerbated the waistline fit issue re the first pair i bought  but overall i am happy with the shorts especially the size  pair  great value for the ",2019-05-18,5,"verified purchase"
"2184","wrangler-authentics-premium-cargo-anthracite","good product  bad amazonca shipping","amazon customer","shorts fit greatbad opened package when recievedyes just a open package no wrapping over plastic bagshipped and delivered by amazoncadont ship clothes by amazonca shipping",2023-06-19,4,"verified purchase"
"2185","wrangler-authentics-premium-cargo-anthracite","super comfortable","neil","super comfortable nice fit i bought these for work shorts but nice enough to wear out to any casual event",2023-08-06,3,"verified purchase"
"2186","wrangler-authentics-premium-cargo-anthracite","given that these are a beautifully crafted product from wrangler","harpoon","im only giving these cargo shorts because they dont come even close to standard sizing for wrangler much less for any other major brand the kind customer whove advised buying a size or two smaller wereare dead spoton in the advice being given i thank you all for the timely advice if these ran true to size i would have given these shirts a  star review as these a a tremendous value for the money given that these are a beautifully crafted product from wrangler these are my third color order and received within three weeks and order  sizes down have resulted in the exact same fit in all three cases i normally wear  or s depending on the brand but these fit more like s than outright s not biggie just so you know one minor caveat at least to me these shirts have two stacked pockets stacked vertically on either along with frontside slash pockets and two back flap pockets all are secured by two strios of velcro save the slash pockets the problem again fairly minor is that nobe of any of these pockets are what i would consider deep  for items like a large smartphone etc",2016-09-22,5,"verified purchase"
"2187","wrangler-authentics-premium-cargo-anthracite","too long","diana bechtel","the item was true to waist size but the product was well below the knees unlike the picture that showed the short lenght above the knees",2023-06-14,4,"verified purchase"
"2188","wrangler-authentics-premium-cargo-anthracite","cargo pockets","ray steffen","the cargo pockets have been divided into too many small rather useless pockets",2023-08-11,3,"verified purchase"
"2189","wrangler-authentics-premium-cargo-anthracite","goodnot great","amazon customer","good price fabric is light weight and softcomfortable but tears easily because of light fabric too many small pockets would rather have one large cargo pocket than multiple small ones overall good casual shorts probably not as good for work  waist fits as expected",2022-08-20,3,"verified purchase"
"2190","wrangler-authentics-premium-cargo-anthracite","wrangler enough said","jim conway","fits right right price",2023-07-31,4,"verified purchase"
"2191","wrangler-authentics-premium-cargo-anthracite","good fit","love to shop","good fit described perfect",2023-08-03,4,"verified purchase"
"2192","wrangler-authentics-premium-cargo-anthracite","fits larger than advertised size but otherwise nice looking short","orcatrainer","fits larger than advertised i usually wear  waist shorts and ordered a  but when the short arrived it was way too big for me so returned the  and ordered a  instead and then it was a perfect fitshort looks nice and of a good quality too love all the useful side pockets will definitely buy again from the same brand",2022-07-19,5,"verified purchase"
"2193","wrangler-authentics-premium-cargo-anthracite","sturdy","orcatrainer","these take a beating in a salt water climate and stand up to the test",2023-07-03,4,"verified purchase"
"2194","wrangler-authentics-premium-cargo-anthracite","xxl fits to size","coffee lover","nice looking cargos waste inseams perfect color spot on very happy with purchase",2023-06-10,4,"verified purchase"
"2195","wrangler-authentics-premium-cargo-anthracite","ms o menos","mark w","yo uso talla  lo ped en mi talla y viene reducido no me qued y lo regal",2023-09-03,5,"verified purchase"
"2196","wrangler-authentics-premium-cargo-anthracite","as advertised","jos m","perfect im  lbs  hard to find shorts these work perfect",2022-12-19,5,"verified purchase"
"2197","wrangler-authentics-premium-cargo-anthracite","good quality zipper","amazon customer","not a big fan of the velcro pockets in the pockets could be a lot bigger the cargo pockets side pockets are plenty deep but cargo pockets are not big enough in my opinion",2022-09-02,3,"verified purchase"
"2198","wrangler-authentics-premium-cargo-anthracite","viene reducida la talla","allan","talla reducida",2023-04-21,4,"verified purchase"
"2199","wrangler-authentics-premium-cargo-anthracite","great shorts but ","gera","these are good looking shorts that fit nicely but a couple of qualms the cargo pockets are tiny and the shorts seemed to wear down quickly in the crotch area but i may have just worn them too often for the price they are pretty solid",2022-07-11,4,"verified purchase"
"2200","wrangler-authentics-premium-cargo-anthracite","ok","eeyore","good fabric",2023-07-26,4,"verified purchase"
"2201","storelli-bodyshield-goalkeeper-slider-medium","excelente producto","angel g","excelente producto",2019-08-14,4,"verified purchase"
"2202","storelli-bodyshield-goalkeeper-slider-medium","ottima vestibilit","prudenza di vanno","ottimo articolo lo consiglio",2023-01-03,5,"verified purchase"
"2203","storelli-bodyshield-goalkeeper-slider-medium","version  is worse than the original","pn","unfortunately storelli took a major step backwards with these having owned the original i was able to see just how many shortcuts they made here in order to make these cheaper to produce first of all these goalie undershorts have noticeably less padding than the originals did meaning youre getting less protection than you did with the originals especially when playing on bad surfaces secondly to make things worse the padding is also thinner than the originals which were nice and thick my third gripe with these is also that the waistband isnt even used here to keep these pants in place but rather laces that you need to tie i dont understand why they went with this route as the laces just dont give you the same satisfaction as a good waistband did if anything it does a lesser job and even can see your undershirt start to ride up on you because of itoverall the version  storelli gk undershortssliders are a major downgrade from the originals theyre fine if you dont have anything else but after wearing the originals its almost impossible for me to like these",2022-03-17,5,"verified purchase"
"2204","storelli-bodyshield-goalkeeper-slider-medium","my kid loves these","tracy munoz","i have a  yo skinny minny goalie and these help him a lot he will dive for anything and these save his hips every game definitely worth it if you have a gk in your life they fit fine under his uniform and he has not complained about them once thats saying something he is  lbs",2022-10-10,2,"verified purchase"
"2205","storelli-bodyshield-goalkeeper-slider-medium","come da descrizione","vincenzo russo","perfetto",2019-09-23,5,"verified purchase"
"2206","storelli-bodyshield-goalkeeper-slider-medium","great hip protection for dives","heather","i got these for my son  years old when he became his travel teams full time goalkeeper he would always complain about hip pain after dives and these have really saved him from more pain the padding is thick enough for great protection but not so thick that it slows him down or hinders movement they are a little big on him got him adult medium hes  and lbs but he will grow into them by the spring you cant even tell when he has them on",2019-10-07,4,"verified purchase"
"2207","storelli-bodyshield-goalkeeper-slider-medium","great product","cliff russell","works great will definitely buy again",2021-10-06,5,"verified purchase"
"2208","storelli-bodyshield-goalkeeper-slider-medium","super comfortable and great","stacy jara","was in desperate need for some padded shorts and these literally saved my legs i wore compression shorts for my first game and boy did i pay the price these dont ride up and provide great protection i am  and weigh about  i went for a size small and they fit perfectly",2021-03-16,4,"verified purchase"
"2209","storelli-bodyshield-goalkeeper-slider-medium","keepers best friend","w laffert","these are the best things since sliced bread my son is a keeper in futsal and these have made all the difference in his play since the padding helps when he dives for the ball he wanted me to give the highest rating possible definitely recommend",2020-02-07,5,"verified purchase"
"2210","storelli-bodyshield-goalkeeper-slider-medium","great product","jennifer","my son needed these for playing volleyball  he is a libero and has to dive often  these have offered great protection for his hips as he dives for balls",2021-01-08,5,"verified purchase"
"2211","storelli-bodyshield-goalkeeper-slider-medium","works great","brian litecky","works great and good padding",2021-09-17,4,"verified purchase"
"2212","storelli-bodyshield-goalkeeper-slider-medium","great hip protection","christina","fits true to size  my son do longer has hurt hips from diving at the goal  this is a must have for a keeper",2020-01-09,5,"verified purchase"
"2213","storelli-bodyshield-goalkeeper-slider-medium","our goalie says these really help with those diving saves","nana","he says his hips dont hurt anymore from hitting the ground the mens small is just fitting his  skinny body",2019-09-19,5,"verified purchase"
"2214","storelli-bodyshield-goalkeeper-slider-medium","no tailbone pad","annieg","the description says  tailbone pads yet there is no tailbone pad  this was for my daughter that was learning to skate because she falls on her butt often  these will do nothing  please removed tailbone pads from your description its false advertising and i would not have purchased these otherwise",2022-03-17,5,"verified purchase"
"2215","storelli-bodyshield-goalkeeper-slider-medium","didnt fit very well","j robinson","i ordered the size according to my waste and didnt find that it fit very well  the padding around the legs was rubbing and irritating my skin due to it being loose",2020-01-20,1,"verified purchase"
"2216","storelli-bodyshield-goalkeeper-slider-medium","uncomfortable stitches","amazon customer","well padded but the stitches on the inside bother my son so he does not wear it",2019-11-02,2,"verified purchase"
"2217","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,2,NA
"2218","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2219","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2220","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2221","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,4,NA
"2222","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2223","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2224","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2225","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2226","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2227","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2228","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2229","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2230","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2231","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,4,NA
"2232","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2233","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2234","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2235","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2236","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2237","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2238","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2239","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2240","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2241","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,4,NA
"2242","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2243","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2244","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2245","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2246","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2247","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2248","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2249","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2250","storelli-bodyshield-goalkeeper-slider-medium",NA,NA,NA,NA,NA,NA
"2251","amazon-essentials-drawstring-short-xx-large","durable shorts","pete","very strong shorts heavy materialmy only real complaint is that if i take medium they fit right around the waist but i cant spread my legs without fearing that ill rip them and large has no problem with the legs but im having to pull them up often cause i cant get them tight enough with the draw stringalso i find that they faded a bit quickly but i am not holding that against them because that might be my girlfriends fault when doing the laundry hope she doesnt see this or ill be doing the laundry forever ",2023-09-19,4,"verified purchase"
"2252","amazon-essentials-drawstring-short-xx-large","me sorprendi la calidad","dal baca","me gust mucho la calidad la verdad es que no le pide nada a uno de alguna marca ms costosa muy padre sinceramente me sorprendi la tela",2022-07-01,4,"verified purchase"
"2253","amazon-essentials-drawstring-short-xx-large","tres bien","balder","bon produit  mais taille trop grand",2023-10-19,5,"verified purchase"
"2254","amazon-essentials-drawstring-short-xx-large","satisfecho","karath","muy buenos shorts ya en vivo son mas gruesos y resistentes de lo que se aparenta en la foto del mismos color muy cmodos para caminar andar en ropa formal o para dormirrecomendables y en general satisfecho con la compra",2023-10-23,4,"verified purchase"
"2255","amazon-essentials-drawstring-short-xx-large","nice shorts","reyno","good quality shorts and fit well purchased large to fit  waist just slightly more baggy than i thought colour as advertised good value",2023-08-13,5,"verified purchase"
"2256","amazon-essentials-drawstring-short-xx-large",NA,NA,NA,2023-11-05,4,"verified purchase"
"2257","amazon-essentials-drawstring-short-xx-large","non pare male ma la vita  effettivamente molto grande","silvanone","mi servivano dei pantaloncini e mi sono fiondato sullofferta del prime day poco pi di  euro al paio non sembrano affatto male ma confermo che sono molto larghi in vita anche se la presenza di un cordoncino rimedia in parte pero sono molto comodi",2023-07-17,5,"verified purchase"
"2258","amazon-essentials-drawstring-short-xx-large","me encant","jorge alejandro","me encant el diseo y la tela muy contento con mi compra",2022-07-30,4,"verified purchase"
"2259","amazon-essentials-drawstring-short-xx-large","tolle qualitt aber viel zu gro","felix","die amazon essentials herren walkshort mit kordelzug hat mich in bezug auf die qualitt und das material wirklich beeindruckt das material fhlt sich robust an und die verarbeitung ist erstklassig leider kann ich jedoch nicht die volle punktzahl geben da die passform ein groes problem darstellteich bestellte diese shorts in bergre da ich normalerweise auf nummer sicher gehe um sicherzustellen dass mir die kleidung passt aber als ich die shorts auspackte und anzog war ich schockiert wie viel zu gro sie waren sie passten eher wie ein zelt als eine kurze hose der kordelzug half ein wenig die gre anzupassen aber es war immer noch nicht ausreichend um sie wirklich bequem zu tragenich schtze dass es bei bergren immer eine gewisse unsicherheit bezglich der passform gibt aber diese war einfach bertrieben wenn sie also in erwgung ziehen diese shorts zu kaufen empfehle ich dringend eine oder sogar zwei gren kleiner zu bestellen als sie normalerweise tragen abgesehen von der grenproblematik handelt es sich um eine groartige shorts mit einer hochwertigen verarbeitung und einem bequemen kordelzug ich hoffe dass zuknftige bestellungen in bezug auf die gre verbessert werden knnen",2023-09-15,5,"verified purchase"
"2260","amazon-essentials-drawstring-short-xx-large","es lo que pensaba","jose a novo","me ha llegado de un dia para otro aunque no me gusta que venga en una bolsa de plstico trasparente sin ninguna proteccin con el peligro de que se pueda deteriorar o manchar en el transportela talla perfecta y la presencia y confeccin me parece muy bien buena compra",2023-06-15,4,"verified purchase"
"2261","amazon-essentials-drawstring-short-xx-large","color fades after several washes","alex","the color faded within  months under  washes",2022-09-29,4,"verified purchase"
"2262","amazon-essentials-drawstring-short-xx-large","short","client amazon","taille parfaitementlavage   sans rtrcirprix correct",2022-10-07,3,"verified purchase"
"2263","amazon-essentials-drawstring-short-xx-large","bello comodo e di qualit","giacomo d","dopo aver acquistato la versione a  tasche ho subito preso queste bermuda leggere dalla vestibilit leggermente larga che in estate non va maleanzi cotone di buonissima qualit e morbido al tatto ne ho presi subito ",2023-07-31,5,"verified purchase"
"2264","amazon-essentials-drawstring-short-xx-large","buen precio y calidad","los alamos","muy confortable el tamao correcto estoy muy satisfecho con la compra",2023-08-23,5,"verified purchase"
"2265","amazon-essentials-drawstring-short-xx-large","good value","barbie doll","bought these for my husband as he lives in shorts  he finds them comfortable  loves the pockets",2023-07-26,5,"verified purchase"
"2266","amazon-essentials-drawstring-short-xx-large","pretty good find","michael kern","appear well made good fit and comfortable to wear  lack of elasticity in the waistband but string ties suffice to hold them in place",2023-09-22,5,"verified purchase"
"2267","amazon-essentials-drawstring-short-xx-large","lo recomiendo","anani donev","es buena calidad de materialo y deseo por el precio",2024-01-07,5,"verified purchase"
"2268","amazon-essentials-drawstring-short-xx-large","passt und sehr bequem im sommer","hm","kann man nur weiter empfehlen",2023-09-14,4,"verified purchase"
"2269","amazon-essentials-drawstring-short-xx-large","light and comfy","chad coontz","i was a bit skeptical the length is shorter than im used too but manageable im a  waist in levis so i purchased the xl l would be too small they are made of a light soft material that is great for warm weather drawstring is long and stays tied and tight launder well ill decide on another pair before the season is over leaning towards buying again",2023-08-20,5,"verified purchase"
"2270","amazon-essentials-drawstring-short-xx-large","un produit de qualit","herv li","ce short est conforme a la demande mais la texture est un peu trop chaude lenvie dun short est justement tre a laise et avoir chaud est justement a vit la coupe est trop simpliste dans laine on ressent les coutures et a larrire aussi peu tre je suis trop muscl mdr donc cela empche certain mouvementsdonc les plus jolie et prsentable et malgr tout confortable mais pour les sportifs vous vous sentirez serr et un confort rduit a cause du style de vtement le moins trop chaud et coutures a repenserest ce que jen rachterai  oui mais pas pour porter une semaine un jour non max h",2021-06-19,4,"verified purchase"
"2271","amazon-essentials-drawstring-short-xx-large","good value order a size up","private consumer","i ordered these for hubby in his usual size  he found them a bit too snug in the hips for knock around comfort  i returned and order the next largest size  good fit well made and they look nice on him  fabric is good quality  the return process through amazon was easy and quick  i ended up ordering a second pair in a different color because he liked my choice of shorts and actually wore them  how often does that happen",2023-08-22,4,"verified purchase"
"2272","amazon-essentials-drawstring-short-xx-large",NA,NA,NA,2023-08-30,5,"verified purchase"
"2273","amazon-essentials-drawstring-short-xx-large","great value","amazon customer","for the price they are both comfortable and seem good quality",2023-09-08,4,"verified purchase"
"2274","amazon-essentials-drawstring-short-xx-large","buena tela","salvador fonseca","me gust la tela el corte frescos y cmodos",2023-09-22,5,"verified purchase"
