"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2085","Amazon-Essentials-Slim-fit-Short-Brown","今、このスタイル　が、なかなかない","千太郎","十分　okです","Reviewed in Japan on 25 September 2023","4.0 out of 5 stars","Verified Purchase"
"2086","Amazon-Essentials-Slim-fit-Short-Brown","Good price.","Amazon Customer","Nice colour and fitted well.","Reviewed in the United Kingdom on 21 September 2023","5.0 out of 5 stars","Verified Purchase"
"2087","Amazon-Essentials-Slim-fit-Short-Brown","Confortable","Excellent product. High Quality. Love it.","Perfect.","Reviewed in the United States on 18 January 2024","4.0 out of 5 stars","Verified Purchase"
"2088","Amazon-Essentials-Slim-fit-Short-Brown","Cómodo","José Luis Figueroa","Se me hizo buena calidad de la tela y esta cómodo, el único detalle que se le pega fácilmente la pelusa.","Reviewed in Mexico on 19 February 2024","5.0 out of 5 stars","Verified Purchase"
"2089","Amazon-Essentials-Slim-fit-Short-Brown","Cost","Paul Saunders","Good fit and well priced.","Reviewed in Canada on 25 November 2023","4.0 out of 5 stars","Verified Purchase"
"2090","Amazon-Essentials-Slim-fit-Short-Brown","Tissus vraiment moyen","laurent ciavaldini","La coupe est bonne par contre la qualité du tissus à ce prix c'est un attrape salissure, sans parler du bouton super fragile.","Reviewed in France on 9 August 2023","4.0 out of 5 stars","Verified Purchase"
"2091","Amazon-Essentials-Slim-fit-Short-Brown","Quality good but stunk like chemicals","Lizette S","Seems like good quality. Sadly they stunk like chemicals. They came in a bag, I could smell them before I even took them out of the bag. Likely would come out in the wash.Husband wears a 36, they were way too big for him.","Reviewed in Canada on 13 February 2022","4.3 out of 5 stars","Verified Purchase"
"2092","Amazon-Essentials-Slim-fit-Short-Brown","These are very nice shorts for a great price that fit perfectly","K. Thomson","The first thing look for when reading a review is how the clothing fits on someone my basic height and weight.  I saw several reviews that mentioned how these shorts are not slim fit.  I seriously discount that statement.  I am 6'2"", about 190 pounds after losing 32 lbs and at least three inches of my waist line in a contest.  Consequently, all of my old golf shorts were WAY too big.  Salvation Army.  Now looking for newer shorts that actually fit.  My thighs are slightly bigger than normal but still some shorts fit as if I was a 20 year old rapper.  I'm not, I'm 59.  Anyway, the price on these Amazon Essential Golf Shorts was too good to pass up.  Bought three pair of the 34"" waist.  The fit perfectly.  The length was at least two inches above the knee and definitely a slim fit, but not too slim.  They don't hug the bottom of the thigh.  The pockets were nice and ling and there were two belt loops for the back of the shorts next to the spine for extra support with a belt.These shorts fit true to size,look good, inexpensive, and I'm going to order three new colors.","Reviewed in the United States on 9 June 2020","4.0 out of 5 stars","Verified Purchase"
"2093","Amazon-Essentials-Slim-fit-Short-Brown","Perfect fit","David Dougans","Fit and style just what I was looking for","Reviewed in the United Kingdom on 9 February 2024","5.0 out of 5 stars","Verified Purchase"
"2094","Amazon-Essentials-Slim-fit-Short-Brown","Genial!","Myriam  Ruiz","Cómodas y aún siendo una Bermuda no se ven tan informales, la tela está súper cómoda, hemos comprado de varios colores.","Reviewed in Mexico on 27 February 2021","5.0 out of 5 stars","Verified Purchase"
"2095","Amazon-Essentials-Slim-fit-Short-Brown","Inexpensive short","Amazon Customer","Good fit & yet good for wearing it in very hot country.","Reviewed in Canada on 9 January 2024","5.0 out of 5 stars","Verified Purchase"
"2096","Amazon-Essentials-Slim-fit-Short-Brown","Un produit Amazone recommandable.","SISCO","Ce short est bien coupé et le tissus de qualité sérieuse , la taille  conforme aux normes E.U et le prix tres compétitif. Bravo Amazon.","Reviewed in France on 26 October 2023","5.0 out of 5 stars","Verified Purchase"
"2097","Amazon-Essentials-Slim-fit-Short-Brown","Qualità tessuto scadente","Cliente Kindle","Buongiorno, ho acquistato e ricevuto Il 18 agosto 2023 li ho indossati cinque volte e già si notava che perdeva il colore blu originale e comparivano aloni di rosso.Li ho lavati in acqua fredda a 20 gradi e sono peggiorati, sono ancora più evidenti gli aloni rossi come da foto. Sarebbe doverosa la sostituzione. Rimango in attesa di un riscontro. Distinti saluti.","Reviewed in Italy on 4 September 2023","4.0 out of 5 stars","Verified Purchase"
"2098","Amazon-Essentials-Slim-fit-Short-Brown","Sitzt perfekt","Cliente Kindle","Die Shorts ist genauso ausgefallen, wie ich es mir vorgestellt habe.Perfekter Sitz der Shorts, gefällt mir sehr gut.","Reviewed in Germany on 1 September 2023","1.0 out of 5 stars","Verified Purchase"
"2099","Amazon-Essentials-Slim-fit-Short-Brown","時代遅れ","Ribela","まず、色がイマイチ、仕様が時代遅れ、後がゴムで伸び縮みしない。改良の余地が沢山ある。最近は、夏にベルトをするのは時代遅れ。ウエストの後をゴムで伸び縮みにして、紐でウエストを締める。もう少し軽い生地の方が良い。生地が厚過ぎる。","Reviewed in Japan on 24 August 2022","1.0 out of 5 stars","Verified Purchase"
"2100","Amazon-Essentials-Slim-fit-Short-Brown","Comfy","Y…^_^","brand name as good as just brand Amazon","Reviewed in the United States on 18 February 2024","5.0 out of 5 stars","Verified Purchase"
"2101","Amazon-Essentials-Classic-Fit-Cargo-Short","Parfait","Ellie Marshall","Super short, très bien fini, la coupe la taille sont parfaites","Reviewed in Australia on 13 January 2024","4.4 out of 5 stars","Verified Purchase"
"2102","Amazon-Essentials-Classic-Fit-Cargo-Short","Buen precio. Lo compré en oferta","Samuel V","Un short de tipo informal pero elegante con varias bolsas. Tela gruesa y bien hecho. Lo compré en una oferta.","Reviewed in Australia on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"2103","Amazon-Essentials-Classic-Fit-Cargo-Short","Good quality, odd fit.","Lolly Minette","The quality is great for the price point. The fit is a bit odd. The waist is rather tight and true to size but the rest is a very loose fit.","Reviewed in France on 22 September 2023","3.0 out of 5 stars","Verified Purchase"
"2104","Amazon-Essentials-Classic-Fit-Cargo-Short","Contento","Eduardo Urzaiz","Lindos colores, el tiro esta bien y son muy comodos. Contento porque no necesito seguir probando marcas, ya se que comprar cuando vuelva a hacerlo.","Reviewed in Mexico on 2 January 2024","5.0 out of 5 stars","Verified Purchase"
"2105","Amazon-Essentials-Classic-Fit-Cargo-Short","Wide leg fitting.","Tyler Barker","Waist size good but the legs are very wide. Great if you have large thighs but if you are tall and slim like me then they are too big. The cotton material is comfortable and feels tough and should be long lasting. Bought for use in the garden so not bothered too much about the look of them.","Reviewed in Canada on 31 July 2023","5.0 out of 5 stars","Verified Purchase"
"2106","Amazon-Essentials-Classic-Fit-Cargo-Short","価格通りの品質","Tyler Barker","他の方のリビューで生地が厚い、色落ちする、縫製が悪いとの意見がありましたが、安さにひかれて購入しました。ポケットのボタンの開けやすさ、少しラフな縫製などやや不満がありますが、大手のfast fashion makerの製品より安くて、個人的にはこの値段（約1600円）と品質なら普段着として合格です。ただ、写真と実際の製品の色が違うのはどうにか改良してほしい。","Reviewed in Mexico on 11 January 2024","4.0 out of 5 stars","Verified Purchase"
"2107","Amazon-Essentials-Classic-Fit-Cargo-Short","Coupe un peu large","Rafael Manana","Coupe un peu large et un peu long.L’ensemble reste correcte. J’ai effectué un ourlet en longueur ce qui rend la forme plus sympa.","Reviewed in the United Kingdom on 19 July 2023","4.0 out of 5 stars","Verified Purchase"
"2108","Amazon-Essentials-Classic-Fit-Cargo-Short","zu klein","Lesireland","Die Hose ging zurück.Sie hatte eine super Qualität.  Schöne tiefe Taschen und gute Knopf und Reißverschluss Qualität. Sie war jedoch viel viel zu klein... Retour ging problemlos","Reviewed in Japan on 7 August 2023","5.0 out of 5 stars","Verified Purchase"
"2109","Amazon-Essentials-Classic-Fit-Cargo-Short","Buon rapporto qualità prezzo","Kamaboko","Taglia perfetta, vestibilità comoda, materiale un po' pesante ma sembra resistente","Reviewed in France on 3 September 2023","4.0 out of 5 stars","Verified Purchase"
"2110","Amazon-Essentials-Classic-Fit-Cargo-Short","Great shorts at a great price","Matelo 🙋‍♂️🙆‍♀️","My favorite cargo shorts are Lee Wyoming, but they’re not really all that cheap. This is where these Amazon Essentials shorts come in. I needed an extra pair for an upcoming trip, so in lieu of spending the cash on some more Lee’s, I thought I’d give these a shot. I’m very pleased with the quality and fit. The length is great too. It’s very likely I’ll be ordering more of these as my older shorts wear out.There are a few suggestions I have to make a great product even better, though. First, the Lee cargo shorts have a dedicated phone pocket on the right side. Would love to see that on these shorts. Also, would love for the pockets to be a bit deeper.Lastly, I haven’t had a problem with it, but I did see a complaint on another review about the button on the pockets. They’re covered by a sewn flap, which could cause some to have trouble undoing the button. I haven’t had that experience at all, but just be aware.Overall a very nice set of shorts and great quality for the price. Highly recommended.","Reviewed in Germany on 9 January 2024","4.0 out of 5 stars","Verified Purchase"
"2111","Amazon-Essentials-Classic-Fit-Cargo-Short","Sorprendentes","Ellie Marshall","Bastante buena calidad, un poco finos para mi gusto y la talla es algo justa en comparación con las tallas de pantalones vaqueros habituales.Compradas en una oferta.","Reviewed in Australia on 13 January 2024","4.4 out of 5 stars","Verified Purchase"
"2112","Amazon-Essentials-Classic-Fit-Cargo-Short","Perfect for travel","Samuel V","Not a fan of elastic waist but band is wide and hopefully holds up to wash n wear. Fabric stretch and weight is perfect, length for me just above knee. Stitching, pocket detail seems reasonable. Ordering two more.Update: Zippers and fabric hold up well. Inserted a shoestring on inside of waistband to keep em up when active. Had stitching failure on crotch, debating cost of taking em to seamstress as they’re pretty giod shorts. Did order two more, one (dark blue) went unfilled (popular color?) other cane with back pocket folded and stitched funky but not worth hassle of return. Drop to 4 stars as long as price stays on low end.Jun 23 update - 4+ … holding up well. Zippers, stitching all remain functional through very active use. Only thing that could improve these is a built in drawstring as they are pretty slippy against synthetic briefs - the perfect combo for heat/humidity/active environs.","Reviewed in Australia on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"2113","Amazon-Essentials-Classic-Fit-Cargo-Short","La talla es mas pequeña que la publicada","A.C.C.","Soy talla 32, y a como vi en los comentarios muchos dicen que la talla es la mencionada en la descripcion, pero la realidad es que vienen mas pequeños. Compre la 32 y al probarmelo es como si fuera talla 30. Yo recomendaria pedir una talla mas a la que realmente eres.La tela es de muy buena calidad e igual las costuras por lo que si vale la pena la compra.","Reviewed in Spain on 29 June 2023","3.0 out of 5 stars","Verified Purchase"
"2114","Amazon-Essentials-Classic-Fit-Cargo-Short","Super Hose, bin sehr zufrieden!","erich bauman","Habe sie fast zwei Wochen durchgehend angehabt und konnte noch keine Defizite feststellen. Für den Preis immer wieder!","Reviewed in the United States on 9 February 2024","4.0 out of 5 stars","Verified Purchase"
"2115","Amazon-Essentials-Classic-Fit-Cargo-Short","Comfortable and inexpensive!","Ernesto Guevara","Great fit, wear well and the price was right.","Reviewed in Mexico on 24 July 2023","4.0 out of 5 stars","Verified Purchase"
"2116","Amazon-Essentials-Classic-Fit-Cargo-Short","生地が厚め","Birte","サイドのポケットに長財布が収まらないのが残念。生地はしっかりしてる綿100％逆にしっかりし過ぎで厚めなので、真夏だと暑いかも。","Reviewed in Germany on 5 February 2024","4.0 out of 5 stars","Verified Purchase"
"2117","Amazon-Essentials-Classic-Fit-Cargo-Short","Este pantalon es recomendable. Opinión tras 3 meses de uso","Erica Gallant","Lo recomiendo. La talla que me queda bien de este pantalón ha sido la 36, con 1,82 cm de estatura, 86 kg y una cintura de 98 cm.Tras haberlos estado usando (compré un par) unos 3 meses, puedo decir que son mis favoritos y los motivos son varios, comparando además con otros modelos ( los voy a comparar con el modelo Riverso RIVJakob - Pantalones cortos cargo para hombre, bermudas regulares, 100% algodón, con cinturón) incluso algo más caros. Motivos por los que son mis favoritos: la tela es muy agradable, transpira bien (al contrario que otros), no es una tela que pese mucho (al contrario que otros) lo que lo hace más cómodo y fácil de llevar, es una tela resistente, aguanta bien los lavados, esta muy bien cosido y terminado (al contrario que otros más caros), es de cremallera y esto es un punto importante para mi, porque es mucho mejor que los otros que son de botones (botones que además son difíciles de sacar del ojal y difíciles de volver a meter). Esto es todo lo que puedo decir. No traen cinturón, pero en definitiva, no te calientes la cabeza buscando pantalones cortos porque estos son los mejores que encontrarás por aquí. Disponibles varios colores y prueba primero paga después. Todo un acierto de Amazon.","Reviewed in Canada on 10 January 2024","5.0 out of 5 stars","Verified Purchase"
"2118","Amazon-Essentials-Classic-Fit-Cargo-Short","Best buy","ace0225","Ottimi pantaloni estivi. Cargo veramente ben fatti e perfetti per l'estate. Ne ho acquistati due paia di diverso colore e sono molto soddisfatto. Consiglio vivamente l'acquisto. PS. Occhio alla taglia (vestono leggermente più grandi del previsto)","Reviewed in Japan on 16 May 2023","5.0 out of 5 stars","Verified Purchase"
"2119","Amazon-Essentials-Classic-Fit-Cargo-Short","Great shorts","Daniel","Excellent shorts and good value. (this is my second blue pair, also have Olive) Comfortable, good cut, not too baggy or tight and not too short or long, good quality material and construction.","Reviewed in Spain on 7 May 2023","3.0 out of 5 stars","Verified Purchase"
"2120","Amazon-Essentials-Classic-Fit-Cargo-Short","Très bien","Walter","Satisfait de ces shorts qui ont les poches qui me conviennent. La taille est bien respectée. Très bon rapport qualité / prix.Je recommande !","Reviewed in Italy on 30 October 2023","5.0 out of 5 stars","Verified Purchase"
"2121","Amazon-Essentials-Classic-Fit-Cargo-Short","LA TALLA ES GRANDE","Ellie Marshall","No es mi talla, me queda grande, utilicé la guía de tallas para elegir y no ha resultado ser mi talla los voy a devolver","Reviewed in Australia on 13 January 2024","4.4 out of 5 stars","Verified Purchase"
"2122","Amazon-Essentials-Classic-Fit-Cargo-Short","Good quality","Samuel V","Very good quality - as good as anything I was looking at in stores at double the price.  My only very minor complaint is that I bought 2 pairs in different colours, and they fit slightly differently.  Not enough to matter, but enough to notice- so, let's say, 1/4"" to 3/8"" difference in waist size.  Hard enough to buy clothes without trying on, without variations in size between same items.  But overall, very pleased!","Reviewed in Australia on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"2123","Amazon-Essentials-Classic-Fit-Cargo-Short","Sehr gut!","JESÚS ORTEGA","Gute Qualität und perfekte Passform zum angemessenen Preis. Sehr zu empfehlen!","Reviewed in Spain on 17 July 2023","3.0 out of 5 stars","Verified Purchase"
"2124","Amazon-Essentials-Classic-Fit-Cargo-Short","Nice","Amazon Customer","These shorts are well made. They fit as advertised.","Reviewed in Canada on 27 November 2023","3.0 out of 5 stars","Verified Purchase"
"2125","Amazon-Essentials-Classic-Fit-Cargo-Short","Smart and comfortable","Willi Pfaff","Great pair of shorts. They look great and work for smart/casual. Plenty of room in them and are comfortable when you're seated - not a tight fit at all.","Reviewed in Germany on 3 February 2024","5.0 out of 5 stars","Verified Purchase"
"2126","Amazon-Essentials-Classic-Fit-Cargo-Short","Belli e comodi","Amazon Customer","Li ho usati tutta l’estate e sono veramente imbattibili per qualità-prezzo. Li consiglio se piace come taglio!","Reviewed in the United States on 18 February 2024","5.0 out of 5 stars","Verified Purchase"
"2127","Amazon-Essentials-Classic-Fit-Cargo-Short","Excellente qualité, attention aux tailles","Amazon Customer","Taille très grand donc prenez des tailles en dessous. Bonne qualité surtout pour le prix.","Reviewed in the United Kingdom on 13 September 2023","5.0 out of 5 stars","Verified Purchase"
"2128","Amazon-Essentials-Classic-Fit-Cargo-Short","Super","Andrea","Me encantó, de muy buena calidad y muy cómodo.","Reviewed in Italy on 24 January 2024","5.0 out of 5 stars","Verified Purchase"
"2129","Amazon-Essentials-Classic-Fit-Cargo-Short","なかなか質感も良い","User","質感が安っぽくなく悪く有りません値段も安いし言う事ないです色も洗って風合いも出て来ましたバングラディッシュ製で某国ではなく今後もAmazonオリジナルを愛用しようと決めました","Reviewed in France on 10 July 2023","5.0 out of 5 stars","Verified Purchase"
"2130","Amazon-Essentials-Classic-Fit-Cargo-Short","Beaucoup trop grand !","Marcela","Je fais 95cm de tour de taille, j'ai donc pris du 38W (98cm) avec le guide des tailles donné par Amazon. C'est beaucoup trop grand ! Le bermuda fourni fait au moins 3 ou 4 tailles supplémentaires même s'il y a marqué 38 sur l'étiquette..je suis bon pour le renvoyer..Sinon il a l'air plutôt de bonne qualité, dommage..","Reviewed in Mexico on 29 January 2024","5.0 out of 5 stars","Verified Purchase"
"2131","Amazon-Essentials-Classic-Fit-Cargo-Short","No shape","Ellie Marshall","Although the quality was good, I returned these because they were shapeless. Too big and ‘square’ is the best way to describe them.Good price though.","Reviewed in Australia on 13 January 2024","4.4 out of 5 stars","Verified Purchase"
"2132","Amazon-Essentials-Classic-Fit-Cargo-Short","Comodos y prácticos","Samuel V","Los pantalones son muy cómodos, del largo necesario. Tallan bien es una 46 normal. Lo mejor es que son 100% algodón, cosa que cada vez parece más difícil de encontrar","Reviewed in Australia on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"2133","Amazon-Essentials-Classic-Fit-Cargo-Short","Troppo largo","Biarritz Man","Prodotto di qualità mediocre, ritengo sia troppo largo sulle gambe e ginocchia","Reviewed in the United Kingdom on 24 September 2023","3.0 out of 5 stars","Verified Purchase"
"2134","Amazon-Essentials-Classic-Fit-Cargo-Short","Buen producto","Miguel","De buena calidad, fresco y cómodo","Reviewed in Spain on 12 August 2023","3.0 out of 5 stars","Verified Purchase"
"2135","Amazon-Essentials-Classic-Fit-Cargo-Short","A little baggy!","Marco","Love the style but they are on the baggy side. Not sure if I’d buy again.","Reviewed in Italy on 27 July 2023","5.0 out of 5 stars","Verified Purchase"
"2136","Amazon-Essentials-Classic-Fit-Cargo-Short","36 steht drauf, aber","Josemaría Moreno Balcázar","Trage seit ewigen Zeiten Hosen mit Bundweite 36, daher habe ich auch diese Größe bestellt.Aber, viel viel zu klein/eng um die Hüften, würde sagen entspricht einer 32, wenn überhaupt.Toll von Amazon, verzichtet auf die Rücksendung.Jetzt muss ich nur noch jemanden finden dem die Hose passt und verschenke die Hose dann.","Reviewed in Mexico on 19 October 2023","3.0 out of 5 stars","Verified Purchase"
"2137","Amazon-Essentials-Classic-Fit-Cargo-Short","思ったよりちょっと小さい？","Kelly S.","普段購入するパンツのウエストサイズと同じ物を購入しましたが少し小さく感じました。もしかしたらワンサイズ上で良かったのかもしれません。厚手ですが柔らかいのでそんなにゴワゴワした感じも無く履きやすいと思います。グレー色を選びましたがけっこう暗め（濃いめ）でした。","Reviewed in Canada on 26 October 2023","5.0 out of 5 stars","Verified Purchase"
"2138","Amazon-Essentials-Classic-Fit-Cargo-Short","Great Cargo Shorts","E.G.","Nice and lighter weight shorts than others but the waist size runs a bit small, I would size one up. Feels softer than most and a bit thinner which I prefer.","Reviewed in Germany on 29 September 2023","3.0 out of 5 stars","Verified Purchase"
"2139","Amazon-Essentials-Classic-Fit-Cargo-Short","Spitze 👍","masterpiece","Trägt sich prima. Preis/ Leistung hervorragend 👍","Reviewed in Japan on 30 May 2023","3.0 out of 5 stars","Verified Purchase"
"2140","Amazon-Essentials-Classic-Fit-Cargo-Short","良い買い物でした","A. Trinh","期待通り","Reviewed in the United States on 16 January 2024","4.0 out of 5 stars","Verified Purchase"
"2141","Amazon-Essentials-Classic-Fit-Cargo-Short","Great Value, fit and look great.","Ellie Marshall","Absolutely worth every penny for these shorts.","Reviewed in Australia on 13 January 2024","4.4 out of 5 stars","Verified Purchase"
"2142","Amazon-Essentials-Classic-Fit-Cargo-Short","Buen producto","Samuel V","Me quedo perfecto sin duda comprare en otros colores. La tela es ligeramente grusea 👌","Reviewed in Australia on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"2143","Amazon-Essentials-Classic-Fit-Cargo-Short","Nice cargo shorts","CHIBEA","Gave these shorts a try and they fit quite well. The camo pattern is much nicer in person than it looks in the ad. Will buy more.","Reviewed in the United States on 16 February 2024","3.0 out of 5 stars","Verified Purchase"
"2144","Amazon-Essentials-Classic-Fit-Cargo-Short","Cargo shorts perfetti","juan hernandez","Ho preso di riferimento la misura di un'altro paio di jeans che avevo (per la misura dei fianchi) e mi vanno perfettamente. Sono molto comodi, un po' spessi ma non eccessivamente. Molto soddisfatto anche considerando il prezzo. Il materiale è resistente però i bottoni mi fanno venire qualche dubbio, secondo me non sono cuciti bene ma sarebbe un problema facile da sistemare ma che comunque ancora non hanno dato difficoltà.","Reviewed in Mexico on 7 February 2024","5.0 out of 5 stars","Verified Purchase"
"2145","Amazon-Essentials-Classic-Fit-Cargo-Short","Seems like manufacturers tape measure has stretched for this batch of navy,","juan hernandez","Bought a pair of Khaki size 34 a couple of years ago, spot on size and still going strong.I am still 34 ins and so ordered size 34. However they were too loose, measuring more like 36 ins.I returned the them via the free local post office drop off and received a replacement pair of ‘size 32w’ next day.  Fortunately  they too were oversize measuring the 34 ins that I wanted, and are a perfect fit !!Full marks to Amazon, they dealt with the manufacturers mislabelling error speedily and efficiently.The shorts are an excellent fit with a soft feel and look as good quality and hard wearing as my previous pair.","Reviewed in Canada on 5 January 2024","5.0 out of 5 stars","Verified Purchase"
"2146","Amazon-Essentials-Classic-Fit-Cargo-Short","Confortable","Donald Gilbert","Bien coupé, confortable, facile à laver.","Reviewed in Italy on 21 July 2023","5.0 out of 5 stars","Verified Purchase"
"2147","Amazon-Essentials-Classic-Fit-Cargo-Short","Muy grande","E","La talla no se ajusta a lo que se menciona en el artículo. La calidad es buena pero no excelente. Lo he devuelto.","Reviewed in the United Kingdom on 29 June 2023","5.0 out of 5 stars","Verified Purchase"
"2148","Amazon-Essentials-Classic-Fit-Cargo-Short","Ottimo","Amazon Customer","Buono","Reviewed in France on 23 August 2023","4.0 out of 5 stars","Verified Purchase"
"2149","Amazon-Essentials-Classic-Fit-Cargo-Short","Product as shown","Arno","Fits, comfortable, seems well made. Cargo pockets button up so you do not lose items.  Put away until 2024","Reviewed in Spain on 3 July 2023","5.0 out of 5 stars","Verified Purchase"
"2150","Amazon-Essentials-Classic-Fit-Cargo-Short","Schnelle Lieferung, gut verpackt entspricht meinen Erwartungen. Sehr zufrieden mit der Leistung.","Fran","Sehr gute Qualität, Preis und Leistung sehr gut. Jederzeit wieder.","Reviewed in Italy on 2 February 2024","5.0 out of 5 stars","Verified Purchase"
"2151","Wrangler-Authentics-Premium-Cargo-Anthracite","Excellent fit and great price","Disappointed","It was a gift","Reviewed in Canada on 4 November 2021","4.5 out of 5 stars","Verified Purchase"
"2152","Wrangler-Authentics-Premium-Cargo-Anthracite","Love it!!","Tiena","Great quality. Highly recommended","Reviewed in Canada on 24 June 2021","3.0 out of 5 stars","Verified Purchase"
"2153","Wrangler-Authentics-Premium-Cargo-Anthracite","Good short","Mario","Everything is good. Except quality. Quality is not that but but coukd have been batter for the price","Reviewed in Canada on 19 December 2021","5.0 out of 5 stars","Verified Purchase"
"2154","Wrangler-Authentics-Premium-Cargo-Anthracite","They're Wranglers","Amazon Customer","Need I say more? They're Wranglers! Great quality, decent price, highly recommend!","Reviewed in the United States on 6 February 2024","3.0 out of 5 stars","Verified Purchase"
"2155","Wrangler-Authentics-Premium-Cargo-Anthracite","Comfortable and Durable","H.J. Huddleston","Cotton and easy care. Last pair lasted almost ten years.","Reviewed in the United States on 22 January 2024","5.0 out of 5 stars","Verified Purchase"
"2156","Wrangler-Authentics-Premium-Cargo-Anthracite","Bien emballé service rapide","LUC","Très confortable  belle couleur et bon prix je recommande","Reviewed in Canada on 18 January 2024","5.0 out of 5 stars","Verified Purchase"
"2157","Wrangler-Authentics-Premium-Cargo-Anthracite","The size is correct","Harddrivin","I do maintenance and my cloths take a lot of abuse. These shorts hold up for about 6 months under hard conditions. Will conrinue to by as needed.","Reviewed in the United States on 7 December 2023","5.0 out of 5 stars","Verified Purchase"
"2158","Wrangler-Authentics-Premium-Cargo-Anthracite","Awesome Product!","Popular Reviews 4 U","Awesome Product!","Reviewed in the United States on 31 October 2023","5.0 out of 5 stars","Verified Purchase"
"2159","Wrangler-Authentics-Premium-Cargo-Anthracite","Better than I expected!","Dave","These are exactly what I was looking for. I was worried when I saw these are designed to be worn around the natural waist since I've got a belly and wear my pants around my hips. I'd also seen someone say they're 26"" long, implying that I'd need to wear them higher than I usually do. I'm 6'6"", and wear a size 44 jeans. I ordered a size 46 in anticipation of wearing them higher, but it was unnecessary. Mine are about 20"" long, and just cover the knees while standing while wearing them around my hips. The rise to just above the knee while sitting, which is the ideal fit! I've just ordered two more pairs in size 44. These are perfect!","Reviewed in the United States on 24 July 2023","4.0 out of 5 stars","Verified Purchase"
"2160","Wrangler-Authentics-Premium-Cargo-Anthracite","Shorts review","Randy Gray","Comfortable pants.  Easy and prompt ordering.  Great price.","Reviewed in the United States on 29 November 2023","5.0 out of 5 stars","Verified Purchase"
"2161","Wrangler-Authentics-Premium-Cargo-Anthracite","Nice Fit and Finish. No deeper pocket","Financially Yours","Liked everything except my cell phone does not completely fit in the deeper lower pocket on either pant leg.  Probably sticks up about 1/2 inch so that the pocket flap won't close.  It seems secure for walking, but not running. But one advantage is that it's probably easier to quickly grab and use your cell phone. But still getting used to the shallower pocket design. All in all I still just bought a second pair in a different color.","Reviewed in the United States on 12 May 2023","4.5 out of 5 stars","Verified Purchase"
"2162","Wrangler-Authentics-Premium-Cargo-Anthracite","Great","Jim Daly","Love these","Reviewed in the United States on 21 November 2023","4.0 out of 5 stars","Verified Purchase"
"2163","Wrangler-Authentics-Premium-Cargo-Anthracite","Last pair lasted years","Erick anderson","These are comfortable, I have a few pairs and ripped one almost 5 years. These look like they will hold up just as well. Lots of colors are offered and I have 3 different colors. They are durable and the fabric hold up well.","Reviewed in the United States on 18 September 2023","5.0 out of 5 stars","Verified Purchase"
"2164","Wrangler-Authentics-Premium-Cargo-Anthracite","Comfy","Jason C. Corcoran","So 2 days before our trip to Disney I realized I needed another pair of shorts. I found these but lots of reviews said bad quality and they ripped so I was very concerned. These arrived day before we left for vacation and wore multiple days on long days in the Disney parks getting on and off rides. Never had an issue with quality and they got pretty well.Too small pockets are pretty useless, but larger pockets and Velcro worked great to store my wallet, keys and phoneWish price was a tad cheaper, but they worked great for my trip and will have for next summer as well.","Reviewed in the United States on 25 December 2022","5.0 out of 5 stars","Verified Purchase"
"2165","Wrangler-Authentics-Premium-Cargo-Anthracite","Content with fit","Leigh King","These are comforting and fitting while looking nice to wear anywhere.","Reviewed in the United States on 3 July 2023","4.0 out of 5 stars","Verified Purchase"
"2166","Wrangler-Authentics-Premium-Cargo-Anthracite","BIG Men shorts","J.R.F.","My 17 year old son loves these. The material is soft,  washes well and holds up. He's got several pairs. He hates wearing jeans/jean shorts so these are perfect. They fit him great even with his little love handles.","Reviewed in the United States on 22 August 2023","4.0 out of 5 stars","Verified Purchase"
"2167","Wrangler-Authentics-Premium-Cargo-Anthracite","Buena","Patricia Karmy","Este quedó un poco grande","Reviewed in the United States on 9 November 2023","5.0 out of 5 stars","Verified Purchase"
"2168","Wrangler-Authentics-Premium-Cargo-Anthracite","Very satisfactory.","A Shopper","As advertised.","Reviewed in Canada on 2 November 2023","3.0 out of 5 stars","Verified Purchase"
"2169","Wrangler-Authentics-Premium-Cargo-Anthracite","Long length and lots of pockets, very soft and durable","Kristan 💋","My husband likes longer shorts that go to his knees. He's always got stuff in his pockets due to his job. These shorts have plenty of pockets. They are soft and durable.","Reviewed in the United States on 10 August 2023","5.0 out of 5 stars","Verified Purchase"
"2170","Wrangler-Authentics-Premium-Cargo-Anthracite","Velcro!","Philip Oliver","These are lightweight, reasonably well made, comfortable, and properly sized. The front hip pockets are a little bit on the small side. The one thing I overlooked during my purchase was that all of the flap pockets are secured by velcro, rather than a button, snap, or magnet. If I had noticed this in the description, where it is easy to miss, I would have made a different purchase. For the value though, this seems like a good product. I'll have to wait and see whether they hold up after a few washes, but I guess I have a couple pairs of everyday shorts I can work hard with, or sit and relax.","Reviewed in the United States on 5 July 2022","5.0 out of 5 stars","Verified Purchase"
